name,city_clean,city_tier,location,cusine,rating,votes,cost_for_two,price_tier,has_online_order,has_table_booking,delivery_only,anom_iqr_cost,anom_zscore_cost,anom_isoforest,operational_risk
Grand Sindhi Restaurant,Delhi NCR,Tier 1,Paharganj,"North Indian, Chinese, Italian",2.8,118,550.0,Mid-range (300-700),True,False,False,False,False,False,True
Bites - Leisure Inn,Delhi NCR,Tier 1,"Sector 14, Gurgaon","North Indian, Continental, Asian",2.6,25,1400.0,Premium (700-1500),False,False,False,True,False,True,True
Chawla's Chicken Corner,Delhi NCR,Tier 1,"Sector 63, Noida","North Indian, Chinese",2.8,15,550.0,Mid-range (300-700),False,False,False,False,False,False,True
Ajit Restaurant,Mumbai,Tier 1,Vikhroli,"North Indian, Mughlai, Chinese",2.8,44,700.0,Premium (700-1500),True,False,False,False,False,False,True
Zune - Piccadily Hotel,Delhi NCR,Tier 1,Janakpuri,"North Indian, Kashmiri, Mughlai",2.6,85,2000.0,Luxury (1500+),False,False,False,True,True,True,True
Amplifier,Delhi NCR,Tier 1,Hauz Khas Village,"Continental, Chinese",2.2,143,1800.0,Luxury (1500+),False,False,False,True,True,True,True
Cafe Ekante Floating Boat,Kolkata,Tier 1,New Town,Cafe,2.7,91,600.0,Mid-range (300-700),False,False,False,False,False,False,True
9x Restro,Delhi NCR,Tier 1,South City 1,"North Indian, Chinese",2.9,13,600.0,Mid-range (300-700),False,False,False,False,False,False,True
Black Restaurant,Delhi NCR,Tier 1,NIT,"North Indian, Chinese",2.7,25,600.0,Mid-range (300-700),False,False,False,False,False,False,True
Dawat Khana,Delhi NCR,Tier 1,New Friends Colony,"Mughlai, Chinese",2.6,100,1200.0,Premium (700-1500),False,False,False,True,False,True,True
Lazeez Restaurant,Delhi NCR,Tier 1,Tughlakabad Institutional Area,"Awadhi, North Indian, Chinese",2.5,32,700.0,Premium (700-1500),True,False,False,False,False,True,True
Garam Masala,Mumbai,Tier 1,Airoli,"Konkan, North Indian, Chinese, Malwani",2.3,429,700.0,Premium (700-1500),True,False,False,False,False,True,True
Road Runner,Delhi NCR,Tier 1,West Patel Nagar,"Italian, North Indian, Fast Food",2.9,9,850.0,Premium (700-1500),False,False,True,False,False,False,True
Flames,Kolkata,Tier 1,Desapriya Park,"Cafe, Fast Food",2.9,170,600.0,Mid-range (300-700),True,False,False,False,False,False,True
Kwality,Delhi NCR,Tier 1,"Sector 56, Gurgaon","Chinese, Mughlai, North Indian",2.5,85,650.0,Mid-range (300-700),True,False,False,False,False,True,True
Penguin Inn,Kolkata,Tier 1,Khardah,"Chinese, North Indian, Biryani, Beverages",2.8,542,850.0,Premium (700-1500),True,False,False,False,False,False,True
V Cafe,Kolkata,Tier 1,Barrackpore,"North Indian, Mughlai, Chinese",2.7,258,600.0,Mid-range (300-700),True,False,False,False,False,False,True
Spinns Resto-Bar,Delhi NCR,Tier 1,Vikaspuri,"North Indian, Chinese",2.5,49,1100.0,Premium (700-1500),True,False,False,True,False,True,True
Zzaika,Delhi NCR,Tier 1,Omega 1,"North Indian, Mughlai, Chinese",2.8,48,600.0,Mid-range (300-700),True,False,False,False,False,False,True
Why Not? By RPM,Delhi NCR,Tier 1,"Sector 18, Noida","Chinese, North Indian, Mughlai",2.7,173,2000.0,Luxury (1500+),True,False,False,True,True,True,True
Little Hatke,Kolkata,Tier 1,Kestopur,"North Indian, Chinese, Italian",2.9,22,600.0,Mid-range (300-700),True,False,False,False,False,False,True
Sanjraj,Mumbai,Tier 1,Bhandup,"Chinese, North Indian, Seafood",2.8,54,600.0,Mid-range (300-700),False,False,False,False,False,False,True
Mud House Restaurant & Lounge,Delhi NCR,Tier 1,Rohini,"North Indian, Fast Food",2.9,7,700.0,Premium (700-1500),False,False,False,False,False,False,True
US Pizza,Delhi NCR,Tier 1,Nehru Nagar,"Pizza, Fast Food",2.6,25,700.0,Premium (700-1500),False,False,False,False,False,True,True
Paratha Treat Veg,Mumbai,Tier 1,Near Andheri East Station,"North Indian, Chinese, South Indian, Street Food, Fast Food",2.3,27,600.0,Mid-range (300-700),True,False,False,False,False,True,True
Nawab's Garam Masala,Delhi NCR,Tier 1,Raj Nagar,"Chinese, North Indian",2.9,46,600.0,Mid-range (300-700),True,False,False,False,False,False,True
Thali Kings,Delhi NCR,Tier 1,Indirapuram,North Indian,2.9,4,600.0,Mid-range (300-700),True,False,False,False,False,False,True
Zenba - Vibe by The LaLiT Traveller,Delhi NCR,Tier 1,"Sector 35, Faridabad","North Indian, Chinese, Continental",2.6,21,1600.0,Luxury (1500+),False,False,False,True,True,True,True
Allure,Delhi NCR,Tier 1,Paharganj,"North Indian, Chinese, Finger Food",2.8,9,1500.0,Luxury (1500+),False,False,False,True,False,True,True
Moksh Sizzlers,Delhi NCR,Tier 1,West Patel Nagar,"North Indian, Mughlai, Chinese",2.5,47,650.0,Mid-range (300-700),False,False,False,False,False,True,True
The Big Boss Cafe,Kolkata,Tier 1,Bhawanipur,"Cafe, North Indian",2.8,27,600.0,Mid-range (300-700),False,False,False,False,False,False,True
Hotel Ekant,Delhi NCR,Tier 1,"Sector 17, Faridabad","North Indian, Mughlai, Chinese",2.7,42,700.0,Premium (700-1500),False,False,False,False,False,False,True
Garnish,Mumbai,Tier 1,Matunga East,"North Indian, South Indian, Chinese",2.9,455,750.0,Premium (700-1500),True,False,False,False,False,False,True
He Tian Xia,Delhi NCR,Tier 1,Golf Course Road,Chinese,2.9,14,1200.0,Premium (700-1500),False,False,False,True,False,True,True
Dili's Chawla Chik Inn,Delhi NCR,Tier 1,Punjabi Bagh,North Indian,2.9,83,650.0,Mid-range (300-700),False,False,False,False,False,False,True
Delhi Darbar,Delhi NCR,Tier 1,Connaught Place,"North Indian, Chinese",2.7,377,1100.0,Premium (700-1500),False,False,False,True,False,True,True
24 Carat Lounge,Delhi NCR,Tier 1,Rajouri Garden,"North Indian, Chinese, Thai, Salad, Kebab",2.5,330,2000.0,Luxury (1500+),False,False,False,True,True,True,True
Babumoshai Restaurant,Kolkata,Tier 1,Barasat,"North Indian, Chinese, Fast Food",2.6,179,600.0,Mid-range (300-700),True,False,False,False,False,False,True
Paratha King,Delhi NCR,Tier 1,Rohini,"North Indian, Chinese",2.8,129,750.0,Premium (700-1500),True,False,False,False,False,False,True
Tendulkar Malvani,Mumbai,Tier 1,Chakala,"Malwani, Chinese",2.9,142,600.0,Mid-range (300-700),True,False,False,False,False,False,True
Shudh Bhoj,Delhi NCR,Tier 1,Chhatarpur,"North Indian, Chinese",2.9,25,600.0,Mid-range (300-700),True,False,True,False,False,False,True
Kaffa - The Hans,Delhi NCR,Tier 1,Connaught Place,"American, North Indian, Continental",2.6,24,1600.0,Luxury (1500+),False,False,False,True,True,True,True
Bamboo Chopstix,Delhi NCR,Tier 1,Chanakyapuri,"Chinese, North Indian",2.5,17,750.0,Premium (700-1500),False,False,False,False,False,True,True
Panoramic - The Atrium,Delhi NCR,Tier 1,"Suraj Kund, Faridabad","North Indian, Chinese, European",2.9,37,2000.0,Luxury (1500+),False,False,False,True,True,True,True
Nik's Chawla Chik Inn,Delhi NCR,Tier 1,Naraina,"North Indian, Fast Food",2.9,6,600.0,Mid-range (300-700),False,False,False,False,False,False,True
Jade Garden,Delhi NCR,Tier 1,Karol Bagh,"Finger Food, North Indian, Chinese",2.5,61,1000.0,Premium (700-1500),False,False,False,True,False,True,True
Chatako The Gujju's,Mumbai,Tier 1,Dahisar East,Gujarati,2.7,30,700.0,Premium (700-1500),True,False,False,False,False,False,True
Alcoholic Lounge & Bar,Delhi NCR,Tier 1,Netaji Subhash Place,Finger Food,2.6,34,1800.0,Luxury (1500+),False,False,False,True,True,True,True
Shooters Lounge and Bar,Delhi NCR,Tier 1,Delhi University-GTB Nagar,"North Indian, Chinese",2.6,113,1100.0,Premium (700-1500),False,False,False,True,False,True,True
Breadz,Delhi NCR,Tier 1,Patparganj,"Bakery, Desserts, Fast Food",2.9,6,700.0,Premium (700-1500),False,False,False,False,False,False,True
Yogi,Mumbai,Tier 1,Chembur,"North Indian, Chinese, Seafood",2.8,93,1300.0,Premium (700-1500),False,False,False,True,False,True,True
Ramji Garden Restaurant,Mumbai,Tier 1,"Manpada, Thane West","North Indian, Chinese",2.8,128,700.0,Premium (700-1500),False,False,False,False,False,False,True
Rockers,Delhi NCR,Tier 1,Karkardooma,"Mughlai, North Indian",2.8,21,700.0,Premium (700-1500),False,False,False,False,False,False,True
Sunny da dhaba,Mumbai,Tier 1,Powai,"Chinese, North Indian, Biryani",2.7,19,750.0,Premium (700-1500),True,False,False,False,False,False,True
Indian Summer,Mumbai,Tier 1,Churchgate,"North Indian, Mughlai, Seafood",2.9,244,1200.0,Premium (700-1500),False,False,False,True,False,True,True
Punjabi Rasoi,Delhi NCR,Tier 1,Lajpat Nagar 2,North Indian,2.9,8,600.0,Mid-range (300-700),False,False,False,False,False,False,True
Sam Pizzeria,Delhi NCR,Tier 1,Mohan Nagar,Pizza,2.9,11,600.0,Mid-range (300-700),False,False,False,False,False,False,True
Sundeep,Mumbai,Tier 1,Ghatkopar West,"Chinese, North Indian, Mughlai, Seafood",2.7,87,800.0,Premium (700-1500),False,False,False,False,False,False,True
Azad Hind Dhaba,Kolkata,Tier 1,"Sector 5, Salt Lake","North Indian, Chinese, Rolls",2.7,891,800.0,Premium (700-1500),True,False,False,False,False,False,True
Dhungro,Kolkata,Tier 1,Kaikhali,"Tibetan, Chinese",2.9,40,550.0,Mid-range (300-700),False,False,False,False,False,False,True
Let's Burrrp,Delhi NCR,Tier 1,"Sector 51, Noida","North Indian, Chinese, Biryani",2.9,82,600.0,Mid-range (300-700),False,False,True,False,False,False,True
Fiesto,Delhi NCR,Tier 1,Sainik Farms,"North Indian, Chinese",2.6,31,600.0,Mid-range (300-700),False,False,True,False,False,False,True
The Friends' Republic,Delhi NCR,Tier 1,DLF Phase 5,"North Indian, Chinese",2.4,47,1000.0,Premium (700-1500),False,False,False,True,False,True,True
MNKY HOUZ,Delhi NCR,Tier 1,Nehru Place,Spanish,2.5,73,2000.0,Luxury (1500+),False,False,False,True,True,True,True
Darya Kinara,Mumbai,Tier 1,Gorai,"North Indian, Chinese",2.8,89,600.0,Mid-range (300-700),False,False,False,False,False,False,True
Apsara Restaurant,Delhi NCR,Tier 1,"Sector 44, Gurgaon","North Indian, Chinese, Mughlai",2.9,10,1100.0,Premium (700-1500),True,False,False,True,False,False,True
Hotel Sai Leela,Mumbai,Tier 1,Airoli,"North Indian, Chinese",2.8,34,600.0,Mid-range (300-700),True,False,False,False,False,False,True
3 And A Half,Delhi NCR,Tier 1,Gurgaon (Gurugram),North Indian,2.8,20,600.0,Mid-range (300-700),False,False,False,False,False,False,True
The Caspian,Delhi NCR,Tier 1,"Sector 50, Noida","North Indian, Chinese",2.6,68,1300.0,Premium (700-1500),False,False,False,True,False,True,True
Saffron Express,Mumbai,Tier 1,"Bandra Talao, Bandra West","North Indian, Mughlai, Chinese",2.9,169,600.0,Mid-range (300-700),False,False,False,False,False,False,True
Kokan Kinara,Mumbai,Tier 1,Kandivali West,"Konkan, North Indian, Chinese, Seafood",2.9,142,600.0,Mid-range (300-700),False,False,False,False,False,False,True
BnB Bar & Lounge,Delhi NCR,Tier 1,Rajouri Garden,Continental,2.3,63,2000.0,Luxury (1500+),False,False,False,True,True,True,True
Club Ice Cube,Delhi NCR,Tier 1,"Sector 38, Noida","North Indian, Continental, Chinese",2.0,277,2400.0,Luxury (1500+),False,True,False,True,True,True,True
Sanjog,Mumbai,Tier 1,Borivali East,"Chinese, North Indian, Konkan, Seafood",2.7,53,700.0,Premium (700-1500),True,False,False,False,False,False,True
Nile Restro & Bar,Delhi NCR,Tier 1,Ashok Vihar Phase 1,"North Indian, Chinese",2.7,29,1000.0,Premium (700-1500),False,False,False,True,False,True,True
Sadguru Restaurant & Bar,Mumbai,Tier 1,Malad East,"North Indian, Mughlai, Chinese",2.6,61,650.0,Mid-range (300-700),True,False,False,False,False,True,True
Turning Point,Mumbai,Tier 1,Santacruz East,"Chinese, North Indian, Seafood",2.8,118,600.0,Mid-range (300-700),True,False,False,False,False,False,True
Syall Kotian Da Dhaba,Delhi NCR,Tier 1,Kirti Nagar,North Indian,2.9,25,600.0,Mid-range (300-700),False,False,False,False,False,False,True
Trimurti,Mumbai,Tier 1,Vashi,"Chinese, North Indian, South Indian, Fast Food, Street Food, Beverages",2.7,69,600.0,Mid-range (300-700),True,False,False,False,False,False,True
White Heart Restro Bar,Delhi NCR,Tier 1,Paharganj,North Indian,2.8,18,1500.0,Luxury (1500+),False,False,False,True,False,True,True
Clove - The Galgotias,Delhi NCR,Tier 1,"Sector 23, Gurgaon","Chinese, North Indian, Continental, Mexican",2.5,18,1500.0,Luxury (1500+),False,False,False,True,False,True,True
The Royal - Restaurant and Bar,Delhi NCR,Tier 1,Indirapuram,"North Indian, Chinese, Continental, Fast Food",2.7,14,1500.0,Luxury (1500+),False,False,False,True,False,True,True
Get Lost in Flavours,Delhi NCR,Tier 1,Vasant Kunj,"North Indian, Chinese",2.8,176,650.0,Mid-range (300-700),False,False,True,False,False,False,True
Jahanpanah,Delhi NCR,Tier 1,"Sector 3, Dwarka","Mughlai, North Indian, Lucknowi, Biryani",2.7,116,600.0,Mid-range (300-700),True,False,False,False,False,False,True
Dee Choice Restaurant & Bar - Dee Marks Hotel & Resort,Delhi NCR,Tier 1,Mahipalpur,"North Indian, Chinese, Continental",2.8,20,1800.0,Luxury (1500+),False,False,False,True,True,True,True
Biryani 365,Delhi NCR,Tier 1,DLF Phase 4,"Biryani, North Indian",2.8,15,800.0,Premium (700-1500),True,False,True,False,False,False,True
Thikana 29,Delhi NCR,Tier 1,"Sector 29, Gurgaon","Bar Food, North Indian",2.6,84,1500.0,Luxury (1500+),False,False,False,True,False,True,True
GT Bar Restaurant,Delhi NCR,Tier 1,Lajpat Nagar 1,"North Indian, Chinese",2.7,16,1200.0,Premium (700-1500),False,False,False,True,False,True,True
Malvan Kinara,Mumbai,Tier 1,Kalyan,"North Indian, Malwani, Chinese",2.5,76,600.0,Mid-range (300-700),False,False,False,False,False,True,True
Qutab Restaurant,Delhi NCR,Tier 1,Mehrauli,"Chinese, Continental",2.5,25,800.0,Premium (700-1500),False,False,False,False,False,True,True
Mid Knight Chef,Delhi NCR,Tier 1,"Sector 31, Gurgaon","North Indian, Continental",2.7,131,600.0,Mid-range (300-700),True,False,False,False,False,False,True
IZU,Delhi NCR,Tier 1,DLF Phase 4,"Japanese, Sushi",2.9,10,1100.0,Premium (700-1500),True,False,False,True,False,False,True
Elements - Mapple Emerald,Delhi NCR,Tier 1,Rajokri,"North Indian, Continental, Chinese",2.9,8,1200.0,Premium (700-1500),False,False,False,True,False,True,True
Bono Boutique Ice Cream,Mumbai,Tier 1,Kemps Corner,Ice Cream,2.8,37,750.0,Premium (700-1500),False,False,False,False,False,False,True
Sanjeevini Lunch Home,Mumbai,Tier 1,Chembur,"North Indian, Chinese, South Indian, Seafood",2.6,228,800.0,Premium (700-1500),True,False,False,False,False,True,True
Tripti Restaurant & Bar,Delhi NCR,Tier 1,Mahipalpur,"North Indian, Chinese, Mughlai, South Indian",2.7,13,1000.0,Premium (700-1500),True,False,False,True,False,True,True
Shiv Palace Rest & Bar,Mumbai,Tier 1,Matunga West,"North Indian, Mughlai, Chinese",2.9,56,800.0,Premium (700-1500),False,False,False,False,False,False,True
Samudra Restaurant & Bar,Mumbai,Tier 1,Mumbai Central,"North Indian, Chinese, Fast Food",2.6,22,800.0,Premium (700-1500),False,False,False,False,False,True,True
Ghamandi,Delhi NCR,Tier 1,Karol Bagh,"North Indian, Chinese",2.6,57,600.0,Mid-range (300-700),True,False,False,False,False,False,True
Lucky Kitchen,Delhi NCR,Tier 1,Laxmi Nagar,"North Indian, Chinese",2.6,220,600.0,Mid-range (300-700),True,False,False,False,False,False,True
Salt And Sugar,Kolkata,Tier 1,Kasba,"Chinese, North Indian, American",2.8,16,550.0,Mid-range (300-700),True,False,False,False,False,False,True
Hotel Mayur Garden,Mumbai,Tier 1,Dadar West,"North Indian, Chinese, Seafood",2.4,31,800.0,Premium (700-1500),False,False,False,False,False,True,True
Nisarg Family Restaurant,Mumbai,Tier 1,"Upvan, Thane West","North Indian, Chinese",2.9,15,650.0,Mid-range (300-700),False,False,False,False,False,False,True
Hungry Birds,Delhi NCR,Tier 1,Indirapuram,"North Indian, Mughlai, Chinese",2.8,43,600.0,Mid-range (300-700),True,False,False,False,False,False,True
Juhu Bar,Mumbai,Tier 1,Vile Parle West,"Italian, Chinese, Finger Food",2.5,48,1500.0,Luxury (1500+),False,False,False,True,False,True,True
Central Point,Mumbai,Tier 1,Nalasopara,"Chinese, North Indian",2.9,54,750.0,Premium (700-1500),True,False,False,False,False,False,True
Hotel Silver Spoon,Mumbai,Tier 1,Kalamboli,"North Indian, Chinese, Mughlai",2.9,64,600.0,Mid-range (300-700),True,False,False,False,False,False,True
Punjabi Joint,Delhi NCR,Tier 1,Kirti Nagar,"Mughlai, North Indian, Chinese",2.7,126,600.0,Mid-range (300-700),True,False,False,False,False,False,True
Bhashi Caterers,Delhi NCR,Tier 1,Jangpura,North Indian,2.8,18,900.0,Premium (700-1500),True,False,False,False,False,False,True
Butter Chicken Company,Mumbai,Tier 1,Chandivali,"North Indian, Mughlai, Chinese",2.7,81,650.0,Mid-range (300-700),False,False,False,False,False,False,True
Dariya Kinara Family Restaurant,Mumbai,Tier 1,Marve,"North Indian, Seafood, Chinese",2.6,32,800.0,Premium (700-1500),False,False,False,False,False,True,True
Pizza Street,Delhi NCR,Tier 1,"Suraj Kund, Faridabad","Fast Food, Pizza",2.6,106,550.0,Mid-range (300-700),True,False,False,False,False,False,True
Moet's Chinese Room,Delhi NCR,Tier 1,Civil Lines,Chinese,2.7,130,900.0,Premium (700-1500),False,False,False,False,False,False,True
Dum-E-Biryani,Delhi NCR,Tier 1,Indirapuram,"Biryani, North Indian, Mughlai",2.9,221,900.0,Premium (700-1500),True,False,False,False,False,False,True
Twenty9 - Piccadily Hotel,Delhi NCR,Tier 1,Janakpuri,"North Indian, Mediterranean, Continental",2.8,205,2200.0,Luxury (1500+),False,False,False,True,True,True,True
Gazebo,Delhi NCR,Tier 1,Omega 2,"North Indian, Chinese",2.7,125,600.0,Mid-range (300-700),True,False,False,False,False,False,True
Regency,Mumbai,Tier 1,"Naupada, Thane West","Continental, Chinese",2.8,27,600.0,Mid-range (300-700),False,False,False,False,False,False,True
Maratha Excellency,Mumbai,Tier 1,Sion,"North Indian, South Indian, Chinese, Malwani",2.8,150,600.0,Mid-range (300-700),True,False,False,False,False,False,True
Mritsa Restaurant & Bar,Mumbai,Tier 1,"Hiranandani Estate, Thane West","Chinese, Seafood, North Indian, Thai",2.8,139,700.0,Premium (700-1500),True,False,False,False,False,False,True
Mosaic - SK Premium Park,Delhi NCR,Tier 1,Jail Road,"North Indian, Chinese, Continental",2.8,21,2500.0,Luxury (1500+),False,False,False,True,True,True,True
Prince Ki Rasoi,Delhi NCR,Tier 1,"Sector 45, Gurgaon","North Indian, Chinese",2.9,248,600.0,Mid-range (300-700),False,False,False,False,False,False,True
NH 8 Family Resto Bar,Mumbai,Tier 1,Vasai,"North Indian, Chinese, Thai",2.5,58,1200.0,Premium (700-1500),False,False,False,True,False,True,True
Club Storm,Delhi NCR,Tier 1,DLF Phase 1,"Chinese, Thai, North Indian",2.8,17,1500.0,Luxury (1500+),False,False,False,True,False,True,True
Public Cafe,Delhi NCR,Tier 1,Malviya Nagar,"Fast Food, Beverages",2.9,18,700.0,Premium (700-1500),True,False,True,False,False,False,True
Champions,Delhi NCR,Tier 1,Raj Nagar,"North Indian, Mughlai, Chinese",2.5,101,1300.0,Premium (700-1500),False,False,False,True,False,True,True
Al Mashrek,Delhi NCR,Tier 1,"Sector 93, Noida","North Indian, Mughlai",2.8,11,600.0,Mid-range (300-700),False,False,False,False,False,False,True
Tamara,Delhi NCR,Tier 1,Vasundhara,Cafe,2.5,32,1000.0,Premium (700-1500),True,False,False,True,False,True,True
R-Evolution,Mumbai,Tier 1,Juhu,"North Indian, Continental, Chinese",2.8,28,1500.0,Luxury (1500+),False,False,False,True,False,True,True
Herb & Spice - Ramada Powai Hotel and Convention Centre,Mumbai,Tier 1,Powai,"Italian, European, North Indian, Mughlai",2.9,75,3500.0,Luxury (1500+),False,False,False,True,True,True,True
Urza Kitchen & Bar,Delhi NCR,Tier 1,Jaypee Greens,"Continental, Chinese, Mediterranean",2.9,4,1500.0,Luxury (1500+),False,False,False,True,False,True,True
Great Plates By AJ,Delhi NCR,Tier 1,Mayur Vihar Phase 1,"North Indian, Chinese, Mughlai",2.8,160,900.0,Premium (700-1500),True,False,False,False,False,False,True
